ID,Name,Genes,Length
398,"mRNA splicing, via spliceosome",AAR2;ALYREF;AQR;BCAS2;BUD13;BUD31;CACTIN;CASC3;CCAR1;CD2BP2;CDC40;CDC5L;CDK13;CELF1;CELF2;CELF3;CELF4;CELF5;CELF6;CHERP;CLNS1A;CLP1;COIL;CPSF1;CPSF2;CPSF3;CPSF4;CPSF7;CRNKL1;CSTF1;CSTF2;CSTF2T;CSTF3;CTNNBL1;CWC22;CWC25;CWC27;CWF19L1;CWF19L2;DBR1;DCPS;DDX1;DDX17;DDX20;DDX23;DDX39A;DDX39B;DDX41;DDX42;DDX46;DDX5;DHX15;DHX16;DHX35;DHX38;DHX40;DHX8;DHX9;DNAJC8;EFTUD2;EIF4A3;ELAVL1;ELAVL2;ESRP2;FIP1L1;FRG1;FUS;GCFC2;GEMIN2;GEMIN4;GEMIN5;GEMIN6;GEMIN7;GEMIN8;GPATCH1;GPKOW;GTF2F1;GTF2F2;HNRNPA0;HNRNPA1;HNRNPA2B1;HNRNPA3;HNRNPC;HNRNPD;HNRNPF;HNRNPH1;HNRNPH2;HNRNPH3;HNRNPK;HNRNPL;HNRNPM;HNRNPR;HNRNPU;HNRNPUL1;HSPA8;HTATSF1;IK;ISY1;KDM1A;LSM2;LSM3;LSM4;LSM5;LSM6;LSM7;LSM8;LUC7L;LUC7L2;LUC7L3;MAGOH;MAGOHB;METTL14;METTL3;MFAP1;NCBP1;NCBP2;NCBP2L;NOL3;NONO;NOVA1;NOVA2;NUDT21;PABPC1;PABPN1;PAPOLA;PCBP1;PCBP2;PCF11;PDCD7;PHF5A;PLRG1;PNN;POLR2A;POLR2B;POLR2C;POLR2D;POLR2E;POLR2F;POLR2G;POLR2H;POLR2I;POLR2J;POLR2K;POLR2L;PPIE;PPIH;PPIL1;PPIL3;PPWD1;PQBP1;PRCC;PRMT5;PRMT7;PRPF18;PRPF19;PRPF3;PRPF31;PRPF38A;PRPF39;PRPF4;PRPF40A;PRPF40B;PRPF4B;PRPF6;PRPF8;PSIP1;PSPC1;PTBP1;PTBP2;PUF60;RALY;RAVER1;RAVER2;RBM10;RBM17;RBM19;RBM22;RBM4;RBM4B;RBM5;RBM6;RBM8A;RBMX;RBMX2;RBMXL2;RBMXL3;RNF113A;RNPC3;RNPS1;RSRC1;SART1;SART3;SCAF11;SCNM1;SETX;SF1;SF3A1;SF3A2;SF3A3;SF3B1;SF3B2;SF3B3;SF3B4;SF3B5;SF3B6;SFPQ;SFSWAP;SLU7;SMNDC1;SMU1;SNIP1;SNRNP200;SNRNP25;SNRNP27;SNRNP35;SNRNP40;SNRNP48;SNRNP70;SNRPA;SNRPA1;SNRPB;SNRPB2;SNRPC;SNRPD1;SNRPD2;SNRPD3;SNRPE;SNRPF;SNRPG;SNRPN;SNUPN;SNW1;SRPK1;SRPK2;SRPK3;SRRM1;SRRM2;SRRT;SRSF1;SRSF10;SRSF11;SRSF12;SRSF2;SRSF3;SRSF4;SRSF5;SRSF6;SRSF7;SRSF9;STRAP;SUGP1;SYF2;SYMPK;SYNCRIP;TFIP11;TGS1;TRA2A;TRA2B;TXNL4A;TXNL4B;U2AF1;U2AF1L4;U2AF2;U2SURP;UBL5;UPF3B;USP39;USP4;USP49;WBP11;WBP4;WDR33;WDR77;WDR83;XAB2;YBX1;YTHDC1;ZCCHC8;ZCRB1;ZMAT2;ZMAT5;ZRSR2,282
413,protein peptidyl-prolyl isomerization,AIP;AIPL1;CWC27;FKBP10;FKBP11;FKBP14;FKBP15;FKBP1A;FKBP1B;FKBP1C;FKBP2;FKBP3;FKBP4;FKBP5;FKBP6;FKBP7;FKBP8;FKBP9;NKTR;PIN1;PIN4;PPIA;PPIAL4D;PPIAL4G;PPIB;PPIC;PPID;PPIE;PPIF;PPIG;PPIH;PPIL1;PPIL2;PPIL3;PPIL4;PPIL6;PPWD1;RANBP2,38
422,autophagy of mitochondrion,AMBRA1;ATG12;ATG13;ATG14;ATG2A;ATG2B;ATG3;ATG5;ATG7;ATG9A;BECN1;BNIP3;CISD2;CTSK;FBXO7;FIS1;FUNDC1;FUNDC2;GABARAP;GABARAPL1;GABARAPL2;MAP1LC3A;MAP1LC3B;MAP1LC3B2;MAP1LC3C;MARK2;PINK1;PPARGC1A;RB1CC1;SLC25A46;SPATA18;SQSTM1;USP30;WDR45;WDR45B;WIPI1;WIPI2,37
460,maturation of 5.8S rRNA,ABT1;BOP1;C1D;EIF6;ERI1;ERI3;EXOSC10;EXOSC2;EXOSC3;EXOSC4;EXOSC7;EXOSC8;EXOSC9;FCF1;FTSJ3;KRI1;LAS1L;MAK16;MPHOSPH6;NOL9;NOP14;NSA2;PES1;RCL1;RPF1;RPP40;RPS21;RRP15;RRS1;URB1;UTP20;WDR12,32
462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ABT1;BMS1;BYSL;DCAF13;DHX37;DIEXF;ERCC2;FAM207A;FCF1;GTF2H5;HEATR1;KRI1;MRPS11;NGDN;NOL10;NOP14;PWP2;RCL1;RPP40;RPS14;RPS16;RPS19;RPS21;RPS8;RRP36;RRS1;TBL3;TSR1;TSR2;UTP20;UTP23;UTP3;UTP6;WDR46,34
463,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BOP1;DDX18;FTSJ3;GTPBP4;NIFK;NOL9;PES1;RPF2;RPL35;RPL7;RPL7L1;URB1;WDR12;ZNHIT3;ZNHIT6,15
466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ABT1;BOP1;ERI1;ERI3;EXOSC10;EXOSC2;EXOSC3;EXOSC7;EXOSC8;EXOSC9;FCF1;FTSJ3;KRI1;NOL9;NOP14;PES1;RCL1;RPP40;RPS21;RRS1;URB1;UTP20;WDR12,23
469,cleavage involved in rRNA processing,ABT1;BMS1;BOP1;ERI1;ERI3;EXOSC10;EXOSC2;EXOSC3;EXOSC7;EXOSC8;EXOSC9;FCF1;KRI1;NHP2;NOB1;NOL9;NOP14;RCL1;RPP40;RPS21;RRP36;RRS1;TBL3;TSR1;UTP20;UTP23,26
470,maturation of LSU-rRNA,BOP1;DDX18;EIF6;FTSJ3;GTPBP4;LAS1L;MAK16;MRPL1;NHP2;NIFK;NOL9;NOP2;NSA2;PES1;RPF1;RPF2;RPL10A;RPL35;RPL7;RPL7A;RPL7L1;RRP15;RSL1D1;URB1;WDR12;ZNHIT3;ZNHIT6,27
479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",ABT1;BMS1;BOP1;FCF1;KRI1;NOL9;NOP14;RCL1;RPP40;RPS21;RRS1;TBL3;TSR1;UTP20;UTP23,15
578,embryonic axis specification,BASP1;C2CD3;CITED1;COBL;CTNNB1;CXXC4;EPB41L5;FRS2;FZD5;GDF3;HOXD8;KDM6A;LHX1;MESP1;MESP2;NEUROG1;NRARP;PLD6;PTCH1;RIPPLY1;RIPPLY2;SMAD2;SMAD4;SMAD6;STIL;TBX3;TBX6;TDGF1;TDRD5;TIFAB;TMED2;WDR77;WNT1;WNT5A;WNT7A;WT1,36
712,resolution of meiotic recombination intermediates,EME1;EME2;ERCC4;FANCM;HFM1;MEIOB;MLH1;MSH4;MUS81;RMI1;SLX4;TEX11;TOP2A;TOP2B,14
715,"nucleotide-excision repair, DNA damage recognition",CETN2;COPS2;COPS3;COPS4;COPS5;COPS6;COPS7A;COPS7B;COPS8;CUL4A;CUL4B;DDB1;DDB2;GPS1;PARP1;RAD23B;RBX1;RPS27A;UBA52;UBB;UBC;XPA;XPC,23
717,"nucleotide-excision repair, DNA duplex unwinding",CETN2;CHD1L;CUL4A;CUL4B;DDB1;DDB2;ERCC2;ERCC3;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;PARP1;RAD23B;RBX1;RPS27A;UBA52;UBB;UBC;XPA;XPC,22
722,telomere maintenance via recombination,BRCA2;ERCC1;ERCC4;NSMCE2;RAD50;RAD51;RAD51C;SMC5;SMC6;TEP1;XRCC1;XRCC3,12
723,telomere maintenance,ACD;APEX1;ATM;ATR;BLM;BRCA2;CCNE1;CCNE2;CTC1;DCLRE1A;DCLRE1B;DCLRE1C;DKC1;DNA2;ERCC1;ERCC4;EXO1;FEN1;GAR1;HIST3H3;HSP90AA1;HSP90AB1;HUS1;HUS1B;NBN;NHP2;NOP10;NSMCE2;PARP1;PARP3;PCNA;PIF1;PINX1;POLA1;POLA2;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLE3;POLE4;POT1;PRIM1;PTGES3;RAD50;RAD51;RAD51C;RAD51D;RFC1;RFC2;RFC3;RFC4;RFC5;RIF1;RPA1;RPA2;RPA3;RTEL1;SLX1A;SLX4;SMARCAL1;SMC5;SMC6;SMG5;SMG6;SMG7;SP100;TELO2;TEN1;TEP1;TERF1;TERF2;TERF2IP;TERT;TFIP11;TINF2;TNKS1BP1;UPF1;WRAP53;WRN;XRCC1;XRCC3;XRCC5;XRCC6;ZBTB48;ZNF365;ZSCAN4,89
724,double-strand break repair via homologous recombination,AP5S1;AP5Z1;ATM;AUNIP;BLM;BRCA1;BRCA2;CCDC155;CDC45;CDC7;DMC1;ERCC4;EXD2;FAN1;FANCB;FANCM;FEN1;GEN1;GINS2;GINS4;HELQ;HUS1;HUS1B;INO80;KDM4D;LIG3;MCM2;MCM3;MCM4;MCM5;MCM6;MCM7;MCM8;MCM9;MCMDC2;MEIOB;MMS22L;MORF4L1;MUS81;NABP1;NABP2;NBN;NIPBL;NSMCE1;NSMCE2;NUCKS1;PALB2;PARP1;POLL;POLN;POLQ;PSMD14;RAD21L1;RAD50;RAD51;RAD51AP1;RAD51AP2;RAD51B;RAD51C;RAD51D;RAD52;RAD54B;RAD54L;RBBP8;REC8;RECQL;RECQL5;REV3L;RFWD3;RMI1;RNF138;RPA1;RPA2;RPA3;RPA4;SAMHD1;SFPQ;SFR1;SLX1A;SLX4;SMC5;SPIDR;SWSAP1;TONSL;UBE2N;WDR48;WRN;XRCC1;XRCC2;XRCC3;YY1;ZFYVE26;ZSWIM7,93
725,recombinational repair,AP5S1;AP5Z1;ATM;AUNIP;BLM;BRCA1;BRCA2;CCDC155;CDC45;CDC7;DMC1;ERCC4;EXD2;FAN1;FANCB;FANCM;FEN1;GEN1;GINS2;GINS4;HELQ;HUS1;HUS1B;INO80;KDM4D;LIG3;MCM2;MCM3;MCM4;MCM5;MCM6;MCM7;MCM8;MCM9;MCMDC2;MEIOB;MMS22L;MORF4L1;MUS81;NABP1;NABP2;NBN;NIPBL;NSMCE1;NSMCE2;NUCKS1;PALB2;PARP1;POLL;POLN;POLQ;PSMD14;RAD21L1;RAD50;RAD51;RAD51AP1;RAD51AP2;RAD51B;RAD51C;RAD51D;RAD52;RAD54B;RAD54L;RBBP8;REC8;RECQL;RECQL5;REV3L;RFWD3;RHNO1;RMI1;RNF138;RPA1;RPA2;RPA3;RPA4;SAMHD1;SFPQ;SFR1;SLX1A;SLX4;SMC5;SPIDR;SWSAP1;TONSL;UBE2N;WDR48;WRN;XRCC1;XRCC2;XRCC3;YY1;ZFYVE26;ZSWIM7,94
726,non-recombinational repair,ATM;BABAM1;BARD1;BRCA1;BRCC3;DCLRE1A;DCLRE1B;DCLRE1C;DNTT;ERCC1;ERCC4;ERCC6;ERCC8;HERC2;HIST3H3;HMCES;KAT5;KDM2A;LIG3;LIG4;MDC1;MLH1;NBN;NHEJ1;NSMCE2;PAXIP1;PIAS4;POLA1;POLB;POLL;POLM;POLQ;PRPF19;PSMD14;RAD50;RAD52;RBBP8;REXO4;RIF1;RNF138;RNF168;RNF8;SETMAR;SLX1A;SLX4;SMARCAL1;SMC5;SUMO1;TP53BP1;UBE2N;UBE2V2;UIMC1;UVRAG;XRCC1;XRCC4;XRCC5;XRCC6;ZBTB7A,58
727,double-strand break repair via break-induced replication,CDC45;CDC7;GINS2;GINS4;MCM2;MCM3;MCM4;MCM5;MCM6;MCM7;MUS81,11
729,DNA double-strand break processing,ATM;BARD1;BLM;BRCA1;BRIP1;DNA2;EXD2;KAT5;NBN;RAD50;RAD52;RBBP8;RNF138;SETMAR;SLX1A;SLX4;SMARCAD1;SPO11;UBE2N;UBE2V2,20
731,DNA synthesis involved in DNA repair,C17orf53;CDKN2D;DTL;ISG15;MAD2L2;NPLOC4;PARP10;PCNA;POLA1;POLD1;POLD2;POLD3;POLD4;POLE;POLE2;POLH;POLI;POLK;POLN;PRIMPOL;RCHY1;REV1;REV3L;RFC1;RFC2;RFC3;RFC4;RFC5;RPA1;RPA2;RPA3;RPS27A;SIRT1;SPATA22;SPRTN;SYCP1;TEX12;TREX1;TRIM25;UBA52;UBB;UBC;UBE2L6;USP10;USP43;VCP;WRN;WRNIP1;ZBTB1,49
737,"DNA catabolic process, endonucleolytic",CASP3;CECR2;DFFA;DFFB;DICER1;DNASE1;DNASE1L1;DNASE1L2;DNASE1L3;DNASE2;DNASE2B;ENDOG;EXOG;FOXL2;HMGB1;HMGB2;KPNA1;KPNB1;MUS81;REXO4;SETMAR;SPO11,22
768,syncytium formation by plasma membrane fusion,ADAM12;CACNA1H;CAPN2;CAV3;CD109;CD81;CD9;CDON;DCSTAMP;DYRK1B;ERVFRD-1;ERVW-1;JAM2;KCNH1;MYH9;MYOD1;MYOF;NOS1;NPHS1;PLEKHO1;PTGFRN;SBNO2;SH3PXD2A;TANC1;TCTA;VASH2;WNT1,27
819,sister chromatid segregation,AKAP8;AKAP8L;ANKRD53;AURKB;AURKC;BECN1;BOD1;BUB1;BUB1B;BUB3;CCNB1;CDC20;CDC23;CDCA5;CDCA8;CDT1;CENPC;CENPE;CENPK;CEP55;CHAMP1;CHMP1A;CHMP1B;CHMP2A;CHMP2B;CHMP3;CHMP4A;CHMP4B;CHMP4C;CHMP5;CHMP6;CHMP7;CHTF8;CUL3;DCTN2;DDX11;DIS3L2;DLGAP5;DSCC1;DSN1;ESCO1;ESCO2;ESPL1;FBXW7;HDAC8;HIRA;HORMAD1;HORMAD2;INCENP;INO80;KATNB1;KIF14;KIF18A;KIF18B;KIF22;KIF23;KIF25;KIF2C;KIF4A;KIF4B;KIFC1;KLHL22;KNSTRN;KPNB1;LATS1;MAD1L1;MAD2L1;MAP10;MAU2;MCMBP;MIS12;MSTO1;NAA50;NCAPD2;NCAPD3;NCAPG;NCAPG2;NCAPH;NCAPH2;NDC80;NEK2;NIPBL;NSL1;NUF2;NUP62;NUSAP1;PDCD6IP;PDS5A;PDS5B;PHB2;PHF13;PIBF1;PINX1;PLK1;POGZ;PPP2R1A;PRC1;PSRC1;RAB11A;RACGAP1;RAD21;RAD21L1;RAD51C;RAN;RB1;REC8;RRS1;SEH1L;SMC1A;SMC1B;SMC2;SMC3;SMC4;SMC5;SPAG5;SPDL1;STAG1;STAG2;STAG3;TEX14;TOP2A;TOP2B;TTN;TUBG1;TUBG2;VPS4A;VPS4B;WRAP73;ZNF207;ZW10;ZWINT,131
956,nuclear-transcribed mRNA catabolic process,AGO1;ATM;CASC3;CNOT1;CNOT10;CNOT11;CNOT2;CNOT3;CNOT4;CNOT6;CNOT6L;CNOT7;CNOT8;CSDE1;CTIF;DCP1B;DCP2;DCPS;DDX5;DDX6;DHX34;DIS3;DIS3L2;DXO;EDC3;EDC4;EIF3E;EIF4A3;EIF4G1;ERI1;ETF1;EXOSC1;EXOSC10;EXOSC2;EXOSC3;EXOSC4;EXOSC5;EXOSC6;EXOSC7;EXOSC8;EXOSC9;GSPT1;GSPT2;GTPBP2;HBS1L;HELZ2;LSM1;LSM2;LSM3;LSM4;LSM5;LSM6;LSM7;MAGOH;MAGOHB;MLH1;MRTO4;MTPAP;NBAS;NCBP1;NCBP2;NT5C3B;PABPC1;PAN2;PAN3;PARN;PATL1;PATL2;PCID2;PDE12;PELO;PNLDC1;PNRC2;POLR2D;POLR2G;PPP2CA;PPP2R1A;PPP2R2A;PRPF18;RBM8A;RC3H1;RNPS1;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS11;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS17;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;SAMD4A;SAMD4B;SKIV2L;SMG1;SMG5;SMG6;SMG7;SMG8;SMG9;SSB;THRAP3;TNKS1BP1;TTC37;TUT1;UBA52;UPF1;UPF2;UPF3A;UPF3B;WDR61;XRN1;XRN2;ZC3H12A;ZFP36;ZFP36L1;ZFP36L2,186
959,mitochondrial RNA metabolic process,AARS2;CDK5RAP1;DARS2;EARS2;ELAC2;FASTKD1;FASTKD5;FOXO3;HSD17B10;MRPL12;MTERF1;MTERF2;MTERF3;MTERF4;MTO1;PDE12;PNPT1;POLRMT;PPARGC1B;PUS1;SARS2;SLC25A33;SUPV3L1;TARS2;TBRG4;TEFM;TFAM;TFB2M;TRIT1;TRMT10A;TRMT10B;TRMT10C;TRMT5;TRMT61B;TRNT1;WARS2;YARS2,37
963,mitochondrial RNA processing,CDK5RAP1;ELAC2;FASTKD5;HSD17B10;MTO1;PNPT1;PUS1;SUPV3L1;TBRG4;TRIT1;TRMT10A;TRMT10B;TRMT10C;TRMT5;TRMT61B;TRNT1,16
966,RNA 5'-end processing,ABT1;HSD17B10;NOP14;PIWIL2;PNPT1;POP1;POP4;POP5;POP7;RPP14;RPP21;RPP25;RPP25L;RPP30;RPP38;RPP40;SSB;TBL3;THG1L;TRMT10C;UTP20,21
1502,cartilage condensation,ACAN;ALX1;BARX2;BMP1;BMPR1B;COL11A1;COL2A1;FGF4;FGF6;MAPK14;MGP;MYF5;OTOR;PKD1;ROR2;SOX9;THRA;UNCX;WNT7A,19
1503,ossification,ACHE;ACP5;ADAR;AKT1;ALOX15;ALPL;ALYREF;AMELX;ANO6;ASF1A;ASGR2;ASPN;ATP6V0A4;ATP6V1B1;AXIN2;BCAP29;BCL2;BGLAP;BMP1;BMP2;BMP3;BMP4;BMP5;BMP6;BMP7;BMP8A;BMP8B;CASR;CAT;CBFB;CCDC47;CCL3;CDH11;CER1;CHRD;CHRDL1;CHRDL2;CLEC11A;CLEC3A;CLEC3B;CLEC5A;CLTC;COL11A1;COL13A1;COL1A1;COL1A2;COL2A1;COL5A2;COL6A1;COMP;CREB3L1;CSGALNACT1;CTHRC1;CTSK;CYP24A1;CYP27B1;DCHS1;DDR2;DDX21;DHH;DHX36;DHX9;DLX5;DMP1;DNAJC13;DSPP;ECM1;EGFR;EIF2AK3;EPHA2;ERCC2;EXT1;EXT2;FASN;FAT4;FBL;FBXL15;FGF18;FGF9;FGFR2;FGFR3;FGR;FHL2;FIGNL1;FOXC1;FOXC2;FSTL3;FZD1;FZD9;GDF10;GDF2;GDF5;GLI1;GLI2;GLIS1;GNAS;GPC3;GPLD1;GPM6B;GPNMB;GTPBP4;HDAC4;HIRA;HNRNPC;HNRNPU;HOXA2;HSD17B4;HSPE1;IBSP;ID4;IFITM1;IFITM5;IFT80;IGF1;IGF2;IGFBP3;IGFBP5;IGSF10;IHH;IMPAD1;INPPL1;ITGA11;JUNB;JUND;KAZALD1;KLF10;LEF1;LEP;LGR4;LIMD1;LOX;LRP5;LRP5L;LRRC17;LTF;MEF2C;MEF2D;MEN1;MGP;MINPP1;MMP13;MMP14;MMP16;MMP2;MN1;MRC2;MSX2;MYBBP1A;MYF5;MYOC;MYOG;NAB1;NAB2;NF1;NOG;NPPC;NPR2;OSTF1;PAM16;PDLIM7;PENK;PEX7;PHB;PHEX;PHOSPHO1;PKDCC;PLXNB1;PPARGC1B;PSMC2;PTGS2;PTH1R;PTHLH;PTN;RASSF2;RBMX;RDH14;RHOA;RIPPLY2;ROR2;RPL38;RPS15;RRAS2;RRBP1;RSL1D1;RSPO2;RUNX1;RUNX2;RUNX3;RYR1;SATB2;SBDS;SBNO2;SCX;SEMA4D;SEMA7A;SFRP1;SH3PXD2B;SHH;SHOX2;SIRT7;SLC24A3;SLC26A2;SLC34A1;SMAD1;SMAD3;SMO;SMPD3;SNAI1;SNAI2;SND1;SNRNP200;SNX10;SORT1;SOST;SOX2;SOX8;SOX9;SP3;SP7;SPARC;SPP1;STATH;STC1;SUCO;SUN1;SYNCRIP;TAPT1;TCIRG1;TEK;TGFB1;TGFB3;THBS3;THRA;TMEM119;TMEM38B;TNC;TNFRSF11A;TNFSF11;TNN;TP53INP2;TPM4;TRAF6;TUFT1;TWIST1;TWSG1;UFL1;VCAN;WNT11;WNT3;WNT3A;WWOX;WWTR1;XYLT1;ZBTB40;ZMPSTE24,255
1504,neurotransmitter uptake,ATP1A2;GLUL;KCNJ10;NTSR1;PARK7;SLC18A1;SLC18A2;SLC1A1;SLC1A2;SLC1A3;SLC1A4;SLC1A5;SLC1A6;SLC1A7;SLC22A3;SLC29A1;SLC29A2;SLC38A1;SLC6A1;SLC6A11;SLC6A2;SLC6A3;SLC6A4;SLC6A5;SLC6A9;SLC7A11;SNAP25;SNCA;SYNGR3,29
1508,action potential,AKAP6;ANK2;ANK3;ATP1A1;ATP1A2;ATP1B1;CACNA1C;CACNA1D;CACNA1G;CACNA1H;CACNA1I;CACNA2D1;CACNB2;CAV3;CHRNA1;CHRNA4;CHRNB2;CHRNB4;CLCN1;CLDN19;CLN3;CNTNAP1;DMD;DRD1;FGF12;FKBP1B;GJA1;GJA5;GJC1;GJD2;GLRA1;GNA11;GNAQ;GPD1L;GPER1;GPR88;GRIK2;HCN2;HCN4;KCNA1;KCNA2;KCNA5;KCNB1;KCND2;KCND3;KCNE1;KCNE2;KCNE3;KCNE4;KCNH2;KCNIP2;KCNJ2;KCNJ3;KCNJ5;KCNJ8;KCNMB2;KCNMB3;KCNMB4;KCNN2;KCNQ1;MYH14;NEDD4L;NRCAM;NTRK2;NTRK3;NUP155;P2RX1;P2RX3;P2RX4;PKP2;RYR2;SCN10A;SCN11A;SCN1A;SCN1B;SCN2A;SCN2B;SCN3A;SCN3B;SCN4A;SCN4B;SCN5A;SCN7A;SCN8A;SCN9A;SLC4A3;SLC8A1;SNTA1;SRI;TRPM4;USP53;YWHAE;YWHAH,93
1510,RNA methylation,ALKBH8;BCDIN3D;CBLL1;CMTR1;CMTR2;DIMT1;FBL;FBLL1;FDXACB1;FTSJ1;FTSJ3;GTPBP3;HENMT1;HSD17B10;LCMT2;MEPCE;METTL1;METTL14;METTL15;METTL16;METTL2A;METTL2B;METTL3;METTL4;METTL5;METTL6;METTL8;MRM1;MTERF4;MTO1;NOP2;NSUN2;NSUN3;NSUN4;NSUN5;NSUN6;PCIF1;RBM15;RBM15B;RNMT;RRNAD1;TARBP1;TFB1M;TFB2M;TGS1;THADA;THUMPD2;THUMPD3;TRDMT1;TRMT1;TRMT10A;TRMT10B;TRMT10C;TRMT11;TRMT112;TRMT12;TRMT13;TRMT1L;TRMT2A;TRMT2B;TRMT44;TRMT5;TRMT6;TRMT61A;TRMT61B;TYW3;WDR4;WTAP;ZC3H13;ZCCHC4,70
1516,prostaglandin biosynthetic process,AKR1C3;CBR1;CD74;EDN1;EDN2;HPGDS;MIF;PLA2G4A;PLA2G4F;PNPLA8;PTGDS;PTGES;PTGES2;PTGES3;PTGIS;PTGS1;PTGS2;TBXAS1,18
1522,pseudouridine synthesis,DKC1;GAR1;NAF1;NHP2;NOP10;PUS1;PUS10;PUS3;PUS7;PUS7L;PUSL1;RPUSD1;RPUSD2;RPUSD3;RPUSD4;TRUB1;TRUB2,17
1523,retinoid metabolic process,ABCA4;ADH1A;ADH1B;ADH4;ADH5;ADH6;ADH7;AGRN;AKR1B1;AKR1B10;AKR1B15;AKR1C1;AKR1C3;AKR1C4;ALDH1A1;ALDH1A2;ALDH1A3;ALDH8A1;APOA1;APOA2;APOA4;APOB;APOC2;APOC3;APOE;APOM;AWAT2;BCO1;BCO2;CLPS;CRABP1;CRABP2;CYP1A1;CYP1A2;CYP1B1;CYP26A1;CYP26B1;CYP26C1;CYP27C1;CYP2C18;CYP2C8;CYP2D6;CYP2S1;CYP2W1;CYP3A4;CYP3A5;CYP3A7;CYP4V2;DGAT1;DGAT2;DHRS3;DHRS9;GPC1;GPC2;GPC3;GPC4;GPC5;GPC6;GPIHBP1;HSPG2;LPL;LRAT;LRP1;LRP2;LRP8;NAPEPLD;OPN1LW;OPN1SW;PLB1;PNLIP;PNPLA4;PPARD;RARRES2;RBP1;RBP2;RBP3;RBP4;RDH10;RDH11;RDH12;RDH13;RDH14;RDH16;RDH5;RDH8;RETSAT;RHO;RLBP1;RPE65;SCPEP1;SDC1;SDC2;SDC3;SDC4;SDR16C5;STRA6;TTR;UGT1A1;UGT1A3;UGT1A7;UGT1A8;UGT1A9,102
1541,ovarian follicle development,ADCYAP1;AMH;ANG;ARRB1;ARRB2;ATM;BAX;BCL2;BCL2L1;BMP15;BMPR1B;CEBPB;CTNNA1;DMC1;DMRTA1;EIF2B2;EIF2B4;EIF2B5;EREG;ESR1;FANCG;FOXC1;FOXL2;FOXO3;FSHB;FSHR;GAS2;GPR149;ICAM1;IMMP2L;INHA;INHBA;INHBB;KIT;KITLG;KMT2B;LFNG;LHCGR;MMP14;MMP19;MSH4;NOBOX;PCYT1B;PTX3;SMAD4;SOD1;SPO11;SRC;TAF4;UBE3A;VEGFA;VGF;ZNF830,53
1556,oocyte maturation,ANG;BRCA2;CCNB1;CDC25B;DAZL;DMC1;EREG;FBXO5;FOXO3;PABPC1L;PDE3A;PTK2B;REC8;RXFP2;TRIP13;TUBB8;YTHDF2,17
1562,response to protozoan,ARG1;BATF;BATF2;BCL3;CCDC88B;CD40;CLEC7A;DEFA1;GBP2;GBP4;GBP6;GBP7;HRAS;IL10;IL12A;IL12B;IL4R;IRF4;IRF8;LYST;MYD88;PF4;SLC11A1;TSPAN32;VTCN1,25
1569,branching involved in blood vessel morphogenesis,ACVR1;COL4A1;CTNNB1;DLL4;EDN1;EDNRA;ENG;FGF8;FOXC2;GBX2;GDF2;GNA13;IHH;KDR;NFATC4;NOTCH4;NRARP;NRP1;PLXND1;RBM15;SEMA3E;SFRP2;SHH;SRF;STK4;TBX20;TGFBR2;VEGFA,28
1570,vasculogenesis,ACKR3;ADM;AGGF1;AMOT;APLNR;CAV1;CCM2;CITED1;CTNNB1;CUL7;EGFL7;ENG;EPHA2;FBXW7;FOXF1;FOXM1;FZD4;GDF2;GJC1;GLMN;HAS2;HDAC7;HEG1;HEY2;ITGAV;ITGB8;JUNB;KDR;MYO18B;MYO1E;MYOCD;NKX2-5;NOTCH1;NTRK2;PAXIP1;PDGFRB;PTK2;QKI;RAMP2;RASA1;RASIP1;SETD2;SGPL1;SHH;SMO;SOX17;SOX18;SPRED1;TBX20;TBX5;TBX6;TEAD2;TGFB1;TGFBR2;TGFBR3;TGFBR3L;TIE1;TIPARP;TMEM100;TNNI3;VEGFA;WARS2;WNT7A;WNT7B;WT1;YAP1;ZFP36L1;ZFPM2;ZMIZ1,69
