"","ID","Name","Genes","Length"
"204",351,"Spliceosome","IGF2BP3;DDX3X;TCERG1;U2SURP;PPM1G;DHX15;PRPF4;SART1;PRPF3;PPIH;PLRG1;ZNF207;HTATSF1;NUDT21;DHX16;AQR;CDC40;PRPF40A;SF3B1;SNRNP200;BCAS2;DNAJC8;SMNDC1;PRPF6;LUC7L3;SLU7;CD2BP2;SYF2;SNRPB2;SNRNP70;SNRPA;SNRPC;SNRPA1;PABPC1;SNRPB;DDX5;U2AF2;EIF4A3;BUD31;MTREX;RBM25;NCBP2;MFAP1;SNU13;MAGOH;SNRPE;SNRPF;SNRPG;LSM3;LSM6;SNRPD1;SNRPD2;SNRPD3;TRA2B;TXNL4A;SRSF3;U2AF1;SRSF2;SRSF11;SRSF1;SRSF4;DHX9;NCBP1;SF3A3;IK;SRSF9;SRSF5;SRSF6;PPIL2;SF3B2;PRPF4B;SNW1;THOC5;DDX39B;CIRBP;RBM39;DHX8;WTAP;EFTUD2;RNPS1;SF3B3;SF3B4;SF3A2;SF3A1;SF1;SRSF7;CPSF6;SMU1;FNBP3;USP39;KIAA1429;THOC7;PRPF8;DDX46;ALYREF;THOC6;SRRM1;THOC2;CACTIN;SNRNP27;PRPF31;CTNNBL1;DHX38;DDX17;PPWD1;DGCR14;SNRNP40;THOC1;RBM17;THOC3;RBM15;SPEN;CDC5L;PRPF18;C19orf43;BUD13;DDX23;SRRT;CRNKL1;PPIL3;MOV10;CWC22;XAB2;RBM22;CDK12;CWC15;TFIP11;PUF60;DDX41;LSM7;ACIN1;ISY1;PRPF19;PPIE;SRRM2;WBP11;LSM2;SF3B6;PPIL1;LSM4;PAXBP1;RBM8A;CFAP20",143
"205",352,"DNA ligase IV-XRCC4 complex","LIG4;XRCC4",2
"206",353,"DNA ligase IV-condensin complex","SMC2;LIG4;SMC4",3
"207",354,"DNA ligase IV-XRCC4 complex","LIG4;XRCC4",2
"208",355,"DNA-PK-Ku complex","XRCC6;XRCC5;PRKDC",3
"209",356,"DNA-PK-Ku complex","XRCC6;XRCC5;PRKDC",3
"210",357,"DNA-PK-Ku complex","XRCC6;XRCC5;PRKDC",3
"211",359,"DNA ligase IV-XRCC4-XLF complex","LIG4;XRCC4;NHEJ1",3
"212",360,"Artemis-DNA-PK complex","PRKDC;DCLRE1C",2
"213",361,"Artemis-DNA-PK complex","PRKDC;DCLRE1C",2
"214",362,"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","POLB;XRCC1;LIG3;PNKP",4
"215",363,"DNA ligase III-XRCC1 complex","XRCC1;LIG3",2
"216",365,"DNA ligase III-XRCC1 complex","XRCC1;LIG3",2
"217",368,"ERCC1-ERCC4-MSH2 complex","ERCC1;MSH2;ERCC4",3
"218",369,"MSH2-MSH6-PMS2-MLH1 complex","MLH1;MSH2;MSH6;PMS2",4
"219",370,"MSH2-MSH6-PMS1-MLH1 complex","MLH1;MSH2;MSH6;PMS1",4
"220",374,"MSH2-MSH6 complex","MSH2;MSH6",2
"221",375,"MSH2-MSH3 complex","MSH3;MSH2",2
"222",376,"PCNA-MutS-alpha-MutL-alpha-DNA complex","PCNA;MLH1;MSH2;MSH6;PMS2",5
"223",377,"PCNA-MSH2-MSH6 complex","PCNA;MSH2;MSH6",3
"224",378,"MSH2-MSH3 complex","MSH3;MSH2",2
"225",379,"MutL-alpha complex","MLH1;PMS2",2
"226",380,"MutL-beta complex","MLH1;PMS1",2
"227",386,"Ubiquitin E3 ligase (UBADC1, RNF123)","RNF123;UBAC1",2
"228",387,"MCM complex","MCM3;MCM4;MCM5;MCM7;MCM2;MCM6",6
"229",389,"ORC complex (origin recognition complex)","ORC5;ORC4;ORC1;ORC2;ORC3;ORC6",6
"230",390,"Ubiquitin E3 ligase (SKP1A, FBXW2, CUL1)","SKP1;CUL1;FBXW2",3
"231",391,"Ubiquitin E3 ligase (DDB1, CUL4A, RBX1)","RBX1;CUL4A;DDB1",3
"232",393,"Succinyl-CoA synthetase, GDP-forming","SUCLG1;SUCLG2",2
"233",394,"Succinyl-CoA synthetase, ADP-forming","SUCLG1;SUCLA2",2
"234",404,"Isocitrate dehydrogenase [NADP], cytoplasmic","IDH1",1
"235",407,"Guanylyl cyclase, soluble (GUCY1A2, GUCY1B3)","GUCY1A2;GUCY1B3",2
"236",408,"Guanylyl cyclase, soluble (GUCY1A3, GUCY1B3)","GUCY1A3;GUCY1B3",2
"237",415,"EXO1-MLH1-PMS2 complex","MLH1;PMS2;EXO1",3
"238",419,"Farnesyltransferase","FNTA;FNTB",2
"239",422,"Beta-dystroglycan-caveolin-3 complex","CAV3;DAG1",2
"240",423,"EXO1-MLH1-PMS2 complex","MLH1;PMS2;EXO1",3
"241",424,"EXO1-MLH1-PCNA complex","PCNA;MLH1;EXO1",3
"242",425,"MSH4-MSH5-GPS2 complex","MSH4;MSH5;GPS2",3
"243",426,"Meprin A","MEP1A;MEP1B",2
"244",428,"Molybdopterin synthase","MOCS2;MOCS2",2
"245",429,"Phosphatidylinositol 3-kinase complex (PIK3C3, PIK3R4)","PIK3C3;PIK3R4",2
"246",430,"18S U11/U12 snRNP","DHX15;SF3B1;SNRPB;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;YBX1;SF3B2;SF3B3;SF3B4;ZRSR2;SNRNP35;SNRNP48;PRPF8;PDCD7;ZCRB1;RNPC3;SNRNP25;SF3B5;ZMAT5;SF3B6",24
"247",431,"MSH2-MSH6-PMS2-MLH1 complex","MLH1;MSH2;MSH6;PMS2",4
"248",432,"N-NOS-CHIP-HSP70-1 complex","HSPA1A;NOS1;STUB1",3
"249",433,"BASC complex (BRCA1-associated genome surveillance complex)","NBN;RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MRE11A;MSH6;BLM;ATM;RAD50",12
"250",434,"BASC (Ab 80) complex (BRCA1-associated genome surveillance complex)","RFC4;RFC2;RFC1;BRCA1;MLH1;MSH2;MSH6;BLM",8
"251",435,"BASC (Ab 81) complex (BRCA1-associated genome surveillance complex)","RFC4;RFC2;RFC1;BRCA1;MLH1;ATM",6
"252",436,"BASC (Ab C-20) complex (BRCA1-associated genome surveillance complex)","BRCA1;MSH6;RAD50",3
"253",438,"GCN5-TRRAP histone acetyltransferase complex","SUPT3H;TADA3;TAF5L;BRCA1;MSH2;MSH6;TAF10;TAF9;KAT2A;TRRAP",10
"254",441,"TFTC-type histone acetyl transferase complex","MED14;MED24;ESR1;MED1;KAT2A;MED12;MED17;MED13;MED23;MED16;TRRAP",11
"255",443,"BP-SMAD complex","BACH1;SMAD9;GJB6;PSMC3;ERCC3;MXI1;KLF10;TGFBI",8
"256",445,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L",16
"257",455,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L",16
"258",456,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L",16
"259",460,"CRB1-MPP5-INADL complex","CRB1;MPP5;PATJ",3
"260",461,"MPP4-MPP5-CRB1 complex","CRB1;MPP5;MPP4",3
"261",462,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L",16
"262",463,"TFIID complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9",11
"263",466,"Gamma-secretase complex (APH1A, PSEN1, PSENEN, NCSTN)","PSEN1;NCSTN;APH1A;PSENEN",4
"264",467,"Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)","PSEN2;APH1B;NCSTN;PSENEN",4
"265",468,"Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)","PSEN2;NCSTN;APH1A;PSENEN",4
"266",469,"TFIID-beta complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF2",12
"267",470,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF13;TAF7;TAF12;TAF9;TAF2;KAT2A;TRRAP;TAF6L",17
"268",471,"PCAF complex","TADA2A;SUPT3H;TADA3;TAF5L;TAF10;TAF12;TAF9;KAT2B;TRRAP;TAF6L",10
"269",472,"Prolyl 4-hydroxylase (alpha(I)-type)","P4HB;P4HA1",2
"270",474,"Prolyl 4-hydroxylase (alpha(III)-type)","P4HB;P4HA3",2
"271",475,"STAGA complex","SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L",12
"272",476,"STAGA complex","ATXN7;SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;SF3B3;TAF12;TAF9;KAT2A;TADA1;TRRAP;TAF6L",13
"273",477,"PCAF complex","TADA2A;SUPT3H;TADA3;TAF5L;TAF10;TAF12;TAF9;KAT2B;TRRAP;TAF6L",10
"274",478,"STAGA core complex","SUPT3H;TAF9;KAT2A",3
"275",484,"TFIID complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9",11
"276",485,"TFIID complex, B-cell specific","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF4B",12
"277",486,"WIP-WASp-actin-myosin-IIa complex","WIPF1;MYL12A;MYH9;WAS;MYL6;ACTA2",6
"278",489,"TFIIA complex","GTF2A1;GTF2A2",2
"279",490,"TFIIA complex","GTF2A1;GTF2A2",2
"280",492,"DA complex","TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2",15
"281",493,"DAB complex","TAF4;TBP;TAF1;TAF6;GTF2A1;GTF2A2;GTF2B;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF3;TAF2",16
"282",497,"TAF4-TAF12 subcomplex of TFIID complex","TAF4;TAF12",2
"283",508,"TFIID complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF11;TAF7;TAF12;TAF9",10
"284",509,"TFIID complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF15",12
"285",513,"TFTC complex (TATA-binding protein-free TAF-II-containing complex)","TAF4;ATXN7;SUPT3H;TADA3;TAF5L;TAF6;TAF10;SF3B3;TAF5;TAF7;TAF12;TAF9;TAF2;KAT2A;TAF9B;TRRAP;TAF6L",17
"286",514,"TFIID-beta complex","TAF4;TBP;TAF1;TAF6;TAF10;TAF5;TAF13;TAF11;TAF7;TAF12;TAF9;TAF9B",12
"287",517,"AKAP5-PRKAR2A-PPP3CA complex","PRKAR2A;AKAP5;PPP3CA",3
"288",518,"AKAP250-PKA-PDE4D complex","PRKACA;AKAP12;PDE4D",3
"289",519,"AMY-1-S-AKAP84-RII-beta complex","PRKAR2B;AKAP1;MYCBP",3
"290",520,"KCNQ1 macromolecular complex","PRKAR2A;PRKACA;KCNQ1;PPP1CA;AKAP9",5
"291",521,"Polycystin-1-E-cadherin-beta-catenin complex","CDH1;CTNNB1;PKD1",3
"292",522,"Polycystin-1-E-cadherin-beta-catenin-Flotillin-2 complex","CDH1;CTNNB1;PKD1;FLOT2",4
"293",525,"TIP60 histone acetylase complex","ACTL6A;KAT5;RUVBL2;RUVBL1;TRRAP",5
"294",527,"TRPC3-TRPC4 channel complex, redox-sensitive","TRPC3;TRPC4",2
"295",528,"NuA4/Tip60-HAT complex","YEATS4;ACTL6A;MORF4L2;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP",15
"296",529,"NuA4/Tip60-HAT complex","YEATS4;ACTL6A;MORF4L2;VPS72;KAT5;EP400;BRD8;EPC1;MEAF6;DMAP1;MRGBP;ING3;MORF4L1;RUVBL2;RUVBL1;TRRAP",16
"297",531,"XPA-ERCC1-ERCC4 complex","ERCC1;XPA;ERCC4",3
"298",533,"IMP3-IMP4-MPP10 complex","MPHOSPH10;IMP4;IMP3",3
"299",535,"TRAP complex","MED14;MED24;MED6;THRA;CCNC;MED21;MED1;MED27;MED12;MED10;MED4;MED17;MED13;THRAP3;MED16;MED31",16
"300",536,"TRPC1-TRPC3-TRPC7 complex","TRPC1;TRPC3;TRPC7",3
"301",541,"IGF1-IGFBP3-ALS complex","IGF1;IGFBP3;IGFALS",3
"302",547,"SMCC complex","MED14;MED24;MED6;CCNC;CDK8;MED21;MED1;MED27;MED12;MED4;MED17;MED13;THRAP3;MED16",14
"303",548,"DRIP complex","MED7;MED14;MED24;MED6;MED26;VDR;RXRB;MED1;MED12;MED4;MED17;MED13;MED23;MED16",14
"304",549,"DRIP complex","MED7;MED14;MED24;MED6;MED26;VDR;RXRB;MED1;MED12;MED4;MED17;MED13;MED23;MED16",14
"305",550,"NOS3-CAV1-NOSTRIN complex","NOS3;CAV1;NOSTRIN",3
"306",551,"core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex","DNTT;HIST1H4A;;HIST1H3A;;HIST2H2AC;HIST2H2BE;DNTTIP2",6
"307",552,"IFNAR1-IFNAR2-IFNB1 complex","IFNB1;IFNAR1;IFNAR2",3
"308",553,"RHOA-IP3R-TRPC1 complex","TRPC1;RHOA;ITPR1",3
"309",554,"PBAF complex (Polybromo- and BAF containing complex)","ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1",10
"310",555,"BAF complex","ARID1A;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1",9
"311",556,"PBAF complex (Polybromo- and BAF containing complex)","ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"312",557,"TRP1-G alpha-11-IP3R3-CAV1 signaling complex","GNA11;TRPC1;CAV1;ITPR3",4
"313",558,"Channel complex TRPM6-TRPM7","TRPM7;TRPM6",2
"314",559,"Decapping complex","DDX6;EDC4;DCP2;EDC3;DCP1A",5
"315",561,"LSm1-7 complex","LSM1;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4",7
"316",562,"LSm2-8 complex","LSM8;LSM3;LSM6;LSM7;LSM2;LSM5;LSM4",7
"317",563,"F1F0-ATP synthase, mitochondrial","ATP5H;ATP5L;MT-ATP6;MT-ATP8;ATP5G1;ATP5B;ATP5J;ATP5F1;ATP5A1;ATP5D;ATP5C1;ATP5O;ATP5J2;ATP5E;ATP5I;ATPIF1",16
"318",564,"BAF complex","ARID1A;ACTL6A;SMARCA2;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",8
"319",565,"PBAF complex (Polybromo- and BAF containing complex)","ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"320",566,"BAF complex","ARID1A;ACTL6A;SMARCA4;ACTB;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"321",570,"p300-CBP-p270-SWI/SNF complex","ARID1A;SMARCA4;EP300;SMARCB1;SMARCC2;CREBBP;SMARCC1",7
"322",571,"p300-CBP-p270 complex","ARID1A;EP300;CREBBP",3
"323",575,"ABIN2-NFKB1-MAP3K8 complex","NFKB1;MAP3K8;TNIP2",3
"324",577,"FHL2-p53-HIPK2 complex","TP53;FHL2;HIPK2",3
"325",585,"Mi2/NuRD-BCL6-MTA3 complex","MBD3;BCL6;HDAC1;CHD4;MTA3",5
"326",587,"NuRD.1 complex","MBD3;RBBP4;MTA1;CHD4;RBBP7;HDAC1;HDAC2;MTA3",8
"327",591,"SAP complex (Sin3-associated protein complex)","SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130",8
"328",592,"SAP complex (Sin3-associated protein complex)","SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130;SUDS3",9
"329",595,"Kv4.2-DPP10 channel complex","DPP10;KCND2",2
"330",596,"SIN3-HDAC-SAP30-ARID4 complex","SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A",7
"331",605,"TIM (TIM17A, TIM17B, TIM23, TIM44) complex, mitochondrial","TIMM23;TIMM44;TIMM17B;TIMM17A",4
"332",610,"MSL complex","KANSL1;MSL3;KAT8;MSL2",4
"333",612,"CTF18-CTF8-DCC1 complex","CHTF8;CHTF18;DSCC1",3
"334",613,"CTF18-CTF8-DCC1-RFC3 complex","CHTF8;RFC3;CHTF18;DSCC1",4
"335",614,"NRD complex (Nucleosome remodeling and deacetylation complex)","KDM1A;RBBP4;CHD3;MTA1;HDAC1;CHD4;HDAC2",7
"336",615,"Ubiquitin E3 ligase (SKP1A, SKP2, CUL1)","SKP1;SKP2;CUL1",3
"337",617,"CASK-LIN7C-APBA1 complex","CASK;APBA1;LIN7C",3
"338",618,"MRN complex (MRE11-RAD50-NBN complex)","NBN;MRE11A;RAD50",3
"339",619,"MRE11A-RAD50-NBN-TRF2 complex","NBN;MRE11A;TERF2;RAD50",4
"340",620,"CoREST-HDAC complex","KDM1A;ZNF217;HDAC1;HDAC2;PHF21A;HMG20B;RCOR1",7
"341",622,"Ubiquitin E3 ligase (VHL, TCEB1, TCEB2, CUL2)","VHL;CUL2;TCEB1;TCEB2",4
"342",623,"TIM (TIM9, TIM10) complex, mitochondrial","TIMM10;TIMM9",2
"343",624,"LSD1-CoREST complex","KDM1A;RCOR1",2
"344",626,"LSD1 complex","KDM1A;ZNF217;HSPA1A;HSPA1B;CTBP1;HDAC1;RREB1;PHF21A;PHF21B;HMG20A;HMG20B;RCOR3;ZMYM2;RCOR1",14
"345",627,"MRN-TRRAP complex (MRE11A-RAD50-NBN-TRRAP complex)","NBN;MRE11A;RAD50;TRRAP",4
"346",629,"BLM-TRF2 complex","BLM;TBPL1",2
"347",631,"Tacc1-chTOG-AuroraA  complex","AURKA;TACC1;CKAP5",3
"348",632,"Anti-HDAC2 complex","KDM1A;MTA2;GTF2I;RBBP4;CHD3;MTA1;HDAC1;ZMYM3;GSE1;CHD4;RBBP7;HDAC2;PHF21A;SIN3A;HMG20B;ZMYM2;RCOR1",17
"349",633,"anti-BHC110 complex","KDM1A;ZNF217;GTF2I;HDAC1;ZMYM3;GSE1;HDAC2;PHF21A;HMG20B;ZMYM2;RCOR1",11
"350",634,"XFIM complex","KDM1A;GTF2I;HDAC1;ZMYM3;HDAC2",5
"351",635,"AGPS-GNPAT complex","AGPS;GNPAT",2
"352",636,"BHC complex","KDM1A;HDAC1;HDAC2;PHF21A;HMG20B;RCOR1",6
"353",639,"RANBPM-Muskelin-TWA1-HSMpp8 complex","RANBP9;MPHOSPH8;GID8;MKLN1",4
"354",641,"RANBPM-SMP1 complex","TMEM50A;RANBP9",2
"355",642,"CtBP complex","CBX4;ZEB2;KDM1A;ZNF217;ZEB1;CTBP2;CTBP1;HDAC1;ZNF516;RREB1;HDAC2;LCOR;EHMT2;EHMT1;RCOR3;RCOR1;CDYL",17
"356",643,"CtBP core complex","KDM1A;ZEB1;CTBP2;CTBP1;HDAC1;HDAC2;EHMT2;EHMT1;RCOR1",9
"357",644,"ASPP1-SAM68 complex","KHDRBS1;PPP1R13B",2
"358",646,"HDAC1-associated protein complex","KDM1A;MTA2;MBD3;RBBP4;CHD3;HDAC1;RBBP7;MBD2;RCOR1",9
"359",648,"HDAC1-associated core complex cI","KDM1A;HDAC1;RCOR1",3
"360",649,"HDAC1-associated core complex cII","MTA2;MBD3;RBBP4;CHD3;HDAC1;RBBP7;GATAD2A;MBD2;RCOR1",9
"361",650,"HDAC2-asscociated core complex","MTA2;MBD3;RBBP4;CHD3;RBBP7;GATAD2A;HDAC2",7
"362",652,"AP3-BLOC1 complex","AP3B1;AP3D1;SNAPIN;AP3M2;AP3S2;BLOC1S1;AP3B2;BLOC1S3;BLOC1S2;BLOC1S5;AP3S1;DTNBP1;BLOC1S4;BLOC1S6;AP3M1",15
"363",654,"BLOC1-BLOC2 complex","SNAPIN;BLOC1S1;BLOC1S3;BLOC1S2;HPS6;BLOC1S5;HPS3;DTNBP1;BLOC1S4;BLOC1S6;HPS5",11
"364",655,"HSF1-HSF2 complex","HSF1;HSF2",2
"365",656,"VPS35-VPS29-VPS26A complex","VPS26A;VPS35;VPS29",3
"366",657,"Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)","SNX2;VPS26A;SNX1;VPS35;VPS29",5
"367",659,"MeCP1 complex","MTA2;MBD3;RBBP4;HDAC1;CHD4;RBBP7;GATAD2B;HDAC2;MBD2",9
"368",668,"BKCA-beta2AR-AKAP79 signaling complex","ADRB2;AKAP5;KCNMA1",3
"369",672,"BKCA-beta2AR complex","ADRB2;KCNMA1",2
"370",678,"GINS complex","GINS1;GINS4;GINS3;GINS2",4
"371",680,"RANBMP-CD39 complex","RANBP1;ENTPD1",2
"372",682,"C-CFTR-NHERF-ezrin complex","SLC9A3R1;CFTR;EZR",3
"373",684,"PAX9-MSX1 complex","MSX1;PAX9",2
"374",685,"MeCP1 complex","MTA2;MBD3;RBBP4;HDAC1;CHD4;RBBP7;GATAD2B;HDAC2;MBD2",9
"375",687,"CFTR-NHERF-beta(2)AR signaling complex","SLC9A3R1;ADRB2;CFTR",3
"376",691,"SIN3-SAP25 complex","SAP18;SAP30;RBBP4;HDAC1;RBBP7;ARID4B;SAP25;HDAC2;SIN3A;SAP130;SUDS3",11
"377",695,"SIN3-HDAC-SAP30-ARID4 complex","SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A",7
"378",696,"BRMS1-SIN3-HDAC complex","SIN3B;SAP30;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A;BRMS1",8
"379",697,"BRMS1-RBP1 complex","ARID4B;BRMS1",2
"380",698,"SIN3-HDAC-SAP30-ARID4 complex","SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A",7
"381",702,"ARD1-NATH complex","TRIM23;NAA15",2
"382",705,"SNARE complex (RINT1, ZW10, p31)","ZW10;PSMD8;RINT1",3
"383",706,"SNARE complex (HGS, SNAP25, STX13)","HGS;SNAP25;STX12",3
"384",707,"SNARE complex (VAMP2, SNAP25, STX13)","SNAP25;VAMP2;STX12",3
"385",710,"Brg1-associated complex I","ARID1A;PRMT5;ACTL6A;SMARCA4;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"386",711,"Brm-associated complex","ARID1A;PRMT5;ACTL6A;SMARCA2;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1",9
"387",713,"BRG1-SIN3A complex","ARID1A;PRMT5;ACTL6A;SMARCA4;RBBP4;SMARCB1;SMARCD3;SMARCC2;HDAC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1;SIN3A",14
"388",714,"BRM-SIN3A complex","ARID1A;PRMT5;ACTL6A;SMARCA2;RBBP4;SMARCB1;HDAC1;SMARCD3;SMARCC2;HDAC2;SMARCC1;SMARCD2;SMARCE1;SMARCD1;SIN3A",15
"389",720,"PU.1-SIN3A-HDAC complex","SPI1;HDAC1;SIN3A",3
"390",721,"PU.1-TBP complex","SPI1;TBP",2
"391",722,"MRG15-PAM14-RB complex","RB1;MORF4L1;MRFAP1",3
"392",723,"MRG15-PAM14-RB complex","RB1;MORF4L1;MRFAP1",3
"393",724,"MAF2 complex","KAT8;MORF4L1",2
"394",725,"P2X7 receptor signalling complex","ACTN4;SVIL;ITGB2;HSP90AB1;HSPA1A;HSPA8;PTPRB;PI4KA;ACTB;MPP3;LAMA3;P2RX7",12
"395",726,"DDB2 complex","COPS2;RBX1;GPS1;CUL4A;DDB1;COPS6;DDB2;COPS5;COPS8;COPS4;COPS7A;COPS3",12
"396",727,"CSA complex","COPS2;RBX1;GPS1;ERCC8;CUL4A;DDB1;COPS6;COPS5;COPS8;COPS4;COPS7A;COPS3",12
"397",728,"CSA-POLIIa complex","POLR2A;COPS2;RBX1;GPS1;ERCC8;CUL4A;DDB1;COPS6;COPS5;COPS8;COPS4;COPS7A;COPS3",13
"398",729,"Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)","RBX1;SKP1;CUL1;FBXO31",4
"399",730,"SNARE complex (STX4, SNAP23, VAMP1)","SNAP23;VAMP1;STX4",3
"400",731,"SNARE complex (STX4, SNAP23, VAMP2)","SNAP23;VAMP2;STX4",3
"401",732,"SIN3 complex","SAP18;SAP30;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A",7
"402",733,"SNARE complex (STX4, VAMP1, VAMP7)","VAMP1;VAMP7;STX4",3
"403",738,"SIN3-ING1b complex I","SAP18;SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;ING1",9
"404",739,"SIN3-ING1b complex II","SAP18;ARID1A;SAP30;ACTL6A;SMARCA4;RBBP4;SMARCB1;HDAC1;RBBP7;ARID4B;SMARCC2;HDAC2;SMARCC1;SMARCD1;SIN3A;ING1",16
"405",740,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)","CASC3;EIF4A3;MAGOH;RBM8A",4
"406",741,"NCOR-HDAC3 complex","HDAC3;TBL1X;NCOR1;GPS2;TBL1XR1",5
"407",742,"eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)","EIF3F;EIF3D;EIF3H;EIF3G;EIF3J;EIF3B;EIF3E;EIF3I;EIF3A;EIF3C;EIF3K;EIF3L",12
"408",743,"SIN3-SAP25 complex","SAP18;SAP30;RBBP4;HDAC1;RBBP7;Sap25;ARID4B;HDAC2;SIN3A;SAP130;SUDS3",11
"409",744,"Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)","CASC3;EIF4A3;MAGOH;RBM8A",4
"410",745,"NCOR-SIN3-RPD3 complex","SIN3B;HDAC2;SIN3A;NCOR2",4
"411",746,"C/EBPalpha-HNF6 complex","CEBPA;ONECUT1",2
"412",747,"NCOR-SIN3-HDAC1 complex","HDAC1;SIN3A;NCOR2",3
"413",748,"TRAF6-TAK1 complex","MAP3K7;TRAF6",2
"414",749,"MeCP2-SIN3A-HDAC complex","MECP2;HDAC1;HDAC2;SIN3A",4
"415",752,"SMRT core complex","HDAC3;TBL1X;NCOR2",3
"416",753,"UTM-SGCE-DAG1-CAV1-NOS3 complex","SGCE;NOS3;UTRN;CAV1;DAG1",5
"417",754,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)","CASC3;EIF4A3;MAGOH;UPF3B;RBM8A",5
"418",755,"Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)","CASC3;EIF4A3;MAGOH;UPF3B;PYM1;RBM8A",6
"419",756,"Prune-Gelsolin complex","GSN;PRUNE",2
"420",757,"Prune-GSK3beta complex","GSK3B;PRUNE",2
"421",758,"Prune/Nm23-H1 complex","NME1;PRUNE",2
